aifi_cell_type,fg,bg,direction,feature,tf_gene,Enrichment,nomP,adjP,mlog10Padj,mlog10p,BackgroundProporition,nBackground,BackgroundFrequency,CompareProportion,nCompare,CompareFrequency,timepoint,tf_adjP,tf_logFC,tf_direction,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos,color
t_cd8_naive,lenalidomide,dmso,up,SMAD5_866,SMAD5,0.505392077032726,1,1,0,0,0.125810866292596,73070,9193,0.0635838150289017,346,22,24,0.817515419345803,-0.00603384277612293,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,ARID5B_7,ARID5B,-1.11937542732562,0.340329816842042,1,0,0.4681,0.0428630080744492,73070,3132,0.047979797979798,396,19,24,0.68873997703805,-0.0846827363319047,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,ARID3B_8,ARID3B,-0.750903936848529,0.953015578708126,1,0,0.0209,0.0874367045299028,73070,6389,0.0656565656565657,396,26,24,0.398641768512003,-0.0915803534929487,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,ARID5A_9,ARID5A,-0.96806551556411,0.598825105950957,1,0,0.2227,0.0730395511153688,73070,5337,0.0707070707070707,396,28,24,0.964590152501409,0.00708368414454606,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,ARID2_11,ARID2,-2.48054044346325,4.40453433678407e-06,3.96408090310566e-05,4.40185749056067,5.3561,0.0315587792527713,73070,2306,0.0782828282828283,396,31,24,0.950440305104747,-0.0337929309703724,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,MAX_14,MAX,-1.20789409053125,0.217170084334799,1,0,0.6632,0.0439031066100999,73070,3208,0.053030303030303,396,21,24,0.99049119907836,-0.0109901192786418,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,AHRR_17,AHRR,-1.1578216110911,0.289134556264238,1,0,0.5389,0.0414397153414534,73070,3028,0.047979797979798,396,19,24,0.0275245066621059,0.084913008951402,up,CD8 Naive,#8DC63F,5,3,orangered
t_cd8_naive,lenalidomide,dmso,dn,TCF3_21,TCF3,-1.02649471791414,0.463980789982125,1,0,0.3335,0.0811824278089503,73070,5932,0.0833333333333333,396,33,24,0.690106234445234,-0.0345049077520463,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,SREBF1_22,SREBF1,-1.51522063702721,0.00913061435293176,0.0821755291763858,1.08525749056068,2.0395,0.0599972628985904,73070,4384,0.0909090909090909,396,36,24,0.788541403506688,0.00196701658433834,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,HIF1A_24,HIF1A,-0.670373122689199,0.911590939536167,1,0,0.0402,0.0301354865197756,73070,2202,0.0202020202020202,396,8,24,0.424873085338728,0.0948462649272814,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,AHR_28,AHR,-1.1578216110911,0.289134556264238,1,0,0.5389,0.0414397153414534,73070,3028,0.047979797979798,396,19,24,0.377877350906834,0.153243964393866,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,MLX_29,MLX,-0.924141245510194,0.640176901317896,1,0,0.1937,0.0245928561653209,73070,1797,0.0227272727272727,396,9,24,0.993107720854798,0.00514894463061913,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,ID2_35,ID2,-1.61231244483672,0.0337287308658869,0.303558577792982,0.517757490560675,1.472,0.0281921445189544,73070,2060,0.0454545454545455,396,18,24,0.835703474295319,0.0303811080441152,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,MXI1_40,MXI1,-1.32251936630248,0.10757218745734,0.968149687116059,0.0140574905606752,0.9683,0.0439167921171479,73070,3209,0.0580808080808081,396,23,24,0.779203477602771,0.0265394210593599,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,ARNTL_50,ARNTL,-0.935700821603458,0.627769193838218,1,0,0.2022,0.0269878198987272,73070,1972,0.0252525252525253,396,10,24,0.565856103471549,-0.06879972872334,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,dn,CLOCK_53,CLOCK,-0.296894934867582,0.991288344947892,1,0,0.0038,0.0170110852607089,73070,1243,0.00505050505050505,396,2,24,0.897473685951252,-0.0327011190122048,dn,CD8 Naive,#8DC63F,5,3,gray60
