aifi_cell_type,timepoint,fg,bg,n_sample,gene,coef_C,coef_D,logFC,nomP,adjP,direction_sign,direction,n_up,n_dn,max_logFC,y,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos,experiment,x,fill
t_cd4_treg,24,dexamethasone,dmso,210,CD44,-0.000908486264600846,-0.299069977803992,-0.122786499849436,0.381388181540072,0.971561581645176,-1,dn,0,2,-0.37747846889517,34,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#EAEAF5
t_cd4_treg,24,dexamethasone,dmso,210,CD52,-0.0838228411709648,-0.625800255285525,-0.313459319472475,0.00363158177404283,0.182915867269274,-1,dn,0,3,-0.493559633782833,18,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#C9C9E6
t_cd4_treg,24,dexamethasone,dmso,210,CDK6,-0.0126181955685985,-0.547204868483246,-0.248835187577255,0.0237884018665757,0.498982676135875,-1,dn,0,2,-0.565035089947413,9,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#D4D4EB
t_cd4_treg,24,dexamethasone,dmso,210,CELF2,0.246110434850327,0.821818828857042,0.425059279487565,2.93875413292867e-06,0.000778295852624012,1,up,1,0,0.624340288591928,62,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#DEB6B6
t_cd4_treg,24,dexamethasone,dmso,210,CEMIP2,0.411694725212826,1.34227591447597,0.832598243890256,3.30607359055231e-17,3.87755202549063e-14,1,up,11,0,1.37669052707503,86,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#BE7171
t_cd4_treg,24,dexamethasone,dmso,210,CHKA,-0.139559655917736,0.416968178558378,0.0356608861120397,0.289704015580665,0.951209776553867,1,up,1,0,0.682844716381767,66,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#FCF8F8
t_cd4_treg,24,dexamethasone,dmso,210,CMTM6,-0.286438853441179,-0.594827233238674,-0.427159564267675,4.68310438061217e-06,0.00104383819630935,-1,dn,0,1,-0.427159564267675,27,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#B6B6DE
t_cd4_treg,24,dexamethasone,dmso,210,CXCR4,0.418839514795342,2.17019990730671,1.04528233068857,2.04024269944554e-28,8.37519628122393e-25,1,up,8,0,1.20839003612638,84,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#AE4D4D
t_cd4_treg,24,dexamethasone,dmso,210,CYTH1,0.194551264594723,0.289941473299927,0.252333438681209,0.00136787188834981,0.0985107737136137,1,up,2,0,0.663067507910492,64,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#EBD4D4
t_cd4_treg,24,dexamethasone,dmso,210,DPYD,-0.199763420826782,-0.791191772426764,-0.371932803368317,9.63992021436772e-05,0.0118124992477551,-1,dn,0,1,-0.413424941435351,30,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#BFBFE2
t_cd4_treg,24,dexamethasone,dmso,210,EMP3,0.0762969261639243,-0.290799671535669,-0.0876781577542134,0.160302681867515,0.901501245799338,-1,dn,0,1,-0.326489645798958,44,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#F0F0F8
t_cd4_treg,24,dexamethasone,dmso,210,ERBIN,-0.0363531465631245,-0.196728290820129,-0.106217585078123,0.526243063037982,0.991557630104841,-1,dn,0,1,-0.36454897311418,39,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#EDEDF6
t_cd4_treg,24,dexamethasone,dmso,210,ETS1,0.28193676628976,0.842472050926953,0.497916973932641,6.90938395326714e-08,2.83630211281616e-05,1,up,1,0,0.650544180753631,63,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#D8AAAA
t_cd4_treg,24,dexamethasone,dmso,210,FAM102B,0.142661871584401,0.340073259218577,0.104942356205241,0.124282907515422,0.859243446650568,1,up,NA,NA,NA,NA,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#F6EDED
t_cd4_treg,24,dexamethasone,dmso,210,FANK1,0.0952428096715494,-1.69610171816041,-0.199435103072944,4.70426470931134e-06,0.00104383819630935,-1,dn,0,1,-0.199435103072944,50,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#DDDDEF
t_cd4_treg,24,dexamethasone,dmso,210,FBXL8,0.116115606548724,1.74149657458668,0.168115172707122,3.02959899427991e-05,0.00507612402919144,1,up,1,0,0.614343585686583,59,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#F2E2E2
t_cd4_treg,24,dexamethasone,dmso,210,FKBP5,0.444519307967551,2.35390134367398,1.36872408978849,1.18880839156328e-31,9.76011689473453e-28,1,up,10,0,1.57624202349701,87,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#951616
t_cd4_treg,24,dexamethasone,dmso,210,FOXP3,-0.117146221952348,-0.916069847360601,-0.378402458771881,1.5839526411971e-05,0.00309625028195909,-1,dn,0,1,-0.378402458771881,33,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#BEBEE1
t_cd4_treg,24,dexamethasone,dmso,210,GBP2,-0.169751060894605,-0.74211763427957,-0.388986116294639,6.03782341626996e-05,0.0084017847877248,-1,dn,0,2,-0.521743372156035,13,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#BCBCE0
t_cd4_treg,24,dexamethasone,dmso,210,GPR171,0.129173358316027,1.98770953418976,0.344102863239784,5.91557523427946e-08,2.69815959296858e-05,1,up,2,0,0.766172723459447,73,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E4C4C4
t_cd4_treg,24,dexamethasone,dmso,210,GRAP2,-0.0451884392136911,-0.278317945613418,-0.135492649410338,0.362213952526141,0.966861883331116,-1,dn,0,8,-0.615305683475202,5,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E8E8F4
t_cd4_treg,24,dexamethasone,dmso,210,GSTK1,-0.0597054829997057,-0.308145360999505,-0.125733258145948,0.212737763497826,0.912320616090155,-1,dn,0,1,-0.449781912132981,23,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E9E9F5
t_cd4_treg,24,dexamethasone,dmso,210,HLA-A,-0.233250363261222,-0.644560468336311,-0.259728688082983,0.00041448603286038,0.0404656132150177,-1,dn,0,2,-0.361516298042463,41,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#D2D2EA
t_cd4_treg,24,dexamethasone,dmso,210,HLA-B,-0.191380583938906,-2.16075336077743,-0.203851236907026,0.000411101698368605,0.0404656132150177,-1,dn,0,3,-0.377207561361681,35,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#DCDCEF
t_cd4_treg,24,dexamethasone,dmso,210,IFNGR2,0.119214851497786,1.00315007198682,0.403650305341012,4.64305892283216e-06,0.00104383819630935,1,up,1,0,0.692624986116928,67,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#DFBABA
t_cd4_treg,24,dexamethasone,dmso,210,IGF1R,-0.267231515905426,0.0588673573486794,-0.0387339908624261,0.0791790638066198,0.75863648128273,-1,dn,0,2,-0.551603558247237,11,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#F8F8FB
t_cd4_treg,24,dexamethasone,dmso,210,IKZF3,0.00800029998003111,-0.0306270099121198,-0.00783272454104361,0.987062646824618,0.999784101756378,-1,dn,0,1,-0.37678201165918,36,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#FDFDFE
t_cd4_treg,24,dexamethasone,dmso,210,IL7R,0.268106605814816,2.38554988881347,0.879642530137543,1.01334258221306e-24,2.77318086665641e-21,1,up,4,0,1.14906238637352,81,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#BB6969
t_cd4_treg,24,dexamethasone,dmso,210,IPCEF1,0.06372565466698,0.56284801877469,0.258159185658745,0.0150568662748239,0.401353480897091,1,up,3,0,0.734476200458659,71,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#EBD3D3
t_cd4_treg,24,dexamethasone,dmso,210,ITGA4,0.00593768275208852,-0.248847949751631,-0.132706009503565,0.445458562545574,0.982924344697811,-1,dn,0,1,-0.606116261961892,7,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E8E8F4
t_cd4_treg,24,dexamethasone,dmso,210,LCP2,-0.0095871733029073,0.0467630925783699,0.0152090528424131,0.959780306495437,0.999690816751782,1,up,NA,NA,NA,NA,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#FDFCFC
t_cd4_treg,24,dexamethasone,dmso,210,LDLRAD4,0.237257545837256,0.532317583585888,0.403772743845372,0.000242407366340315,0.0258462919175842,1,up,5,0,1.27849798959855,85,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#DFBABA
t_cd4_treg,24,dexamethasone,dmso,210,LTB,0.025545488497633,-0.354830815088783,-0.14779601650358,0.203247286777408,0.906635348725321,-1,dn,0,6,-1.10055086748786,1,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E6E6F3
t_cd4_treg,24,dexamethasone,dmso,210,MACF1,-0.00193899222884804,-0.193319505959512,-0.0840199619979278,0.645759462617581,0.998421589460733,-1,dn,0,1,-0.41605802884862,28,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#F0F0F8
t_cd4_treg,24,dexamethasone,dmso,210,MALAT1,-0.0926006271722338,4.64668219755379e-17,-0.0925818763971709,0.00440735420302345,0.204431514162839,-1,dn,0,1,-0.13125225993686,51,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#EFEFF7
t_cd4_treg,24,dexamethasone,dmso,210,MBNL1,0.736977590115521,1.10502389149075,0.764583033765821,7.61204033875604e-19,1.24989702362374e-15,1,up,4,0,0.764583033765821,72,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#C37C7C
t_cd4_treg,24,dexamethasone,dmso,210,MIAT,-0.221282630163405,-0.339080036006541,-0.14687180388284,0.0143258764042361,0.393366672062016,-1,dn,0,1,-0.288070659230574,48,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E6E6F3
t_cd4_treg,24,dexamethasone,dmso,210,NAP1L4,0.159141849283295,0.527014678450856,0.323897268617441,0.000881343971289903,0.0716419208345555,1,up,1,0,0.556638737206721,54,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E5C7C7
t_cd4_treg,24,dexamethasone,dmso,210,NFAT5,-0.0433058683699706,-0.295369824647529,-0.157296091647957,0.281548331452956,0.947621150568605,-1,dn,0,1,-0.448069955099617,24,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E4E4F2
t_cd4_treg,24,dexamethasone,dmso,210,PARP8,0.153714178789986,-0.106787488583158,0.0178019593926355,0.105290082649386,0.828419588543013,1,up,2,0,0.666242731972523,65,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#FDFBFB
t_cd4_treg,24,dexamethasone,dmso,210,PIK3IP1,0.124796992871871,0.909757322375237,0.431365328396664,1.90926573043221e-06,0.000551204105990741,1,up,4,0,0.719600352767246,69,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#DDB5B5
t_cd4_treg,24,dexamethasone,dmso,210,PRKX,-0.00928349947172023,0.0154911763438332,0.00254882565367531,0.990193732045396,0.999784101756378,1,up,NA,NA,NA,NA,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#FEFEFE
t_cd4_treg,24,dexamethasone,dmso,210,PTP4A2,0.164526961813192,0.494498338345216,0.300632156883066,0.000569425012924532,0.0495519626076085,1,up,1,0,0.5396938712271,53,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E7CCCC
t_cd4_treg,24,dexamethasone,dmso,210,PTPRC,-0.331359825053554,-0.717018335755229,-0.362242432771102,4.33466403408846e-08,2.22422448249164e-05,-1,dn,0,2,-0.362242432771102,40,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#C1C1E2
t_cd4_treg,24,dexamethasone,dmso,210,RAB27A,0.0393632200931787,-0.453761936782277,-0.111095460346708,0.155193854200748,0.900469295033517,-1,dn,0,1,-0.293874970296526,47,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#ECECF6
t_cd4_treg,24,dexamethasone,dmso,210,RBMS1,0.069235498006644,0.342292328427302,0.159803561980054,0.193360930299159,0.905231151273882,1,up,1,0,0.557047609787004,55,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#F2E3E3
t_cd4_treg,24,dexamethasone,dmso,210,SAMHD1,0.101174656315331,0.416881150811875,0.229129073993166,0.03878410366208,0.614792143298255,1,up,1,0,0.7155150051157,68,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#EDD8D8
t_cd4_treg,24,dexamethasone,dmso,210,SLC4A7,0.309367665143154,0.408633145681708,0.349343764549738,3.32732557255747e-06,0.000853666967209275,1,up,1,0,0.585242400575187,56,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E4C3C3
t_cd4_treg,24,dexamethasone,dmso,210,SLCO3A1,0.12592616839336,-0.550752773478765,-0.190705183875869,0.00381518424043807,0.188145007585569,-1,dn,0,2,-0.493231840161306,19,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#DEDEF0
t_cd4_treg,24,dexamethasone,dmso,210,SMAP2,0.235565047311972,1.10437830087842,0.58428402802148,2.10042667675033e-10,1.91605589068002e-07,1,up,6,0,0.819260474657097,75,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#D19B9B
t_cd4_treg,24,dexamethasone,dmso,210,SNX9,0.133693252969592,0.0494668652509661,0.0528007465639317,0.192582544355972,0.905038745943063,1,up,1,0,0.771239359073471,74,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#FAF5F5
t_cd4_treg,24,dexamethasone,dmso,210,SOS1,-0.012217979668,-0.239871474050674,-0.106266142545626,0.553728626633472,0.993545058436005,-1,dn,0,7,-0.856181790851129,2,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#EDEDF6
t_cd4_treg,24,dexamethasone,dmso,210,SRD5A1,0.277308572413402,0.963485676244514,0.317024193379698,1.87816705401993e-05,0.00358598872407061,1,up,2,0,0.83204441137656,77,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E6C8C8
t_cd4_treg,24,dexamethasone,dmso,210,STAT1,-0.270600084334939,-0.791198671340567,-0.393108514611057,5.1781341952955e-06,0.00111874951956253,-1,dn,0,4,-0.833351739994824,3,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#BCBCE0
t_cd4_treg,24,dexamethasone,dmso,210,STAT5B,-0.0130794940855328,-0.399648031166899,-0.172531017368604,0.136456052087751,0.876958427355925,-1,dn,0,1,-0.329293955145895,43,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E1E1F1
t_cd4_treg,24,dexamethasone,dmso,210,SYTL3,0.12065350455334,1.01370615306593,0.340373203359168,4.60545362689559e-05,0.00727130274554092,1,up,1,0,0.588855996854122,57,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E4C5C5
t_cd4_treg,24,dexamethasone,dmso,210,TAF4B,0.169741264060018,0.606069310759218,0.256096463112675,0.00344894712804629,0.177480373778207,1,up,4,0,1.19559764242652,83,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#EBD3D3
t_cd4_treg,24,dexamethasone,dmso,210,TMEM131L,0.0391537742244846,-0.646183641885625,-0.253842509293284,0.00572626202086061,0.23895982875301,-1,dn,0,1,-0.513453561669521,15,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#D3D3EB
t_cd4_treg,24,dexamethasone,dmso,210,TNFRSF4,-0.168433729180236,-0.427421495960312,-0.125261513396971,0.107312270073621,0.833873183830317,-1,dn,0,1,-0.323236303263094,45,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E9E9F5
t_cd4_treg,24,dexamethasone,dmso,210,TNFSF8,0.211013978950713,1.98214605175627,0.392982067385176,1.09530122276331e-10,1.12405287986085e-07,1,up,7,0,0.727820098775824,70,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E0BCBC
t_cd4_treg,24,dexamethasone,dmso,210,TRAC,-0.116614208054455,-0.950667262927383,-0.490173744495978,2.31016476446604e-06,0.000632215090542206,-1,dn,0,4,-0.490173744495978,20,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#ABABD9
t_cd4_treg,24,dexamethasone,dmso,210,TRBC1,-0.185406533909912,-0.892592549905301,-0.364693355452773,2.94996978137565e-05,0.00504567748022793,-1,dn,0,1,-0.364693355452773,38,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#C0C0E2
t_cd4_treg,24,dexamethasone,dmso,210,TRBC2,-0.181711528915483,-0.561016748669091,-0.324854627799662,0.00106862269279209,0.0851785660953693,-1,dn,0,2,-0.500693346707963,17,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#C7C7E5
t_cd4_treg,24,dexamethasone,dmso,210,TSC22D3,0.174069287461649,1.19647209801653,0.400780155554838,2.24141405766731e-08,1.22680062756324e-05,1,up,1,0,0.617969431136,60,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#DFBABA
t_cd4_treg,24,dexamethasone,dmso,210,TXNIP,0.433764287942803,1.3815708292123,0.813917534836098,3.11865921551378e-17,3.87755202549063e-14,1,up,9,0,1.17309713911895,82,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#C07474
t_cd4_treg,24,dexamethasone,dmso,210,UGCG,0.11606153833753,0.89848709636541,0.367836711812275,4.2165381858814e-05,0.00678779970707574,1,up,5,0,0.925677037501072,80,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#E2C0C0
t_cd4_treg,24,dexamethasone,dmso,210,UTRN,-0.118872251915599,0.237343895479657,0.0286645734632363,0.0903256783063253,0.788909874567019,1,up,NA,NA,NA,NA,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#FCF9F9
t_cd4_treg,24,dexamethasone,dmso,210,VIM,0.104085392802951,-0.183297380029189,-0.0224634247440816,0.125820087633399,0.86045030628204,-1,dn,0,4,-0.415409446631875,29,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#FBFBFD
t_cd4_treg,24,dexamethasone,dmso,210,VMP1,-0.0993666012192702,-0.623187342629525,-0.347545735917625,0.00399972033207342,0.193162964272487,-1,dn,0,1,-0.517880739191384,14,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#C3C3E4
t_cd4_treg,24,dexamethasone,dmso,210,ZFP36L2,-0.0238836415191298,0.247797948130912,0.0952201687938863,0.427446788927071,0.977273853751507,1,up,2,0,0.828786576906648,76,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#F7EEEE
t_cd4_treg,24,dexamethasone,dmso,210,ZNF589,-0.00028161256052963,-1.6121561133079,-0.203047770383752,2.41263352322744e-05,0.00430602635341245,-1,dn,0,1,-0.203047770383752,49,CD4 Treg,#E57A93,4,4,CD4 Treg 24 hr,11,#DCDCEF
t_cd8_memory,24,dexamethasone,dmso,328,ABCC1,0.14076589107718,0.114971489476738,0.0947957962263177,0.0232841035842243,0.355050180628459,1,up,1,0,0.600880231732503,58,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#F7EEEE
t_cd8_memory,24,dexamethasone,dmso,328,ABLIM1,0.0124447000569451,0.141130046677435,0.0595768044632542,0.676945001569035,0.961303113970132,1,up,NA,NA,NA,NA,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#FAF4F4
t_cd8_memory,24,dexamethasone,dmso,328,AC079793.1,-0.166630295351661,-0.565260396889783,-0.365320382457732,3.11946536463925e-05,0.00305224831332976,-1,dn,0,2,-0.510175004525625,16,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#C0C0E2
t_cd8_memory,24,dexamethasone,dmso,328,ACTB,-0.270279941428353,-0.750959732537846,-0.476312413961611,4.21450632303498e-11,1.22608545473655e-08,-1,dn,0,4,-0.476974655251025,21,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#ADADDA
t_cd8_memory,24,dexamethasone,dmso,328,ADK,-0.11380104482622,-0.20630377207239,-0.169063785055648,0.0415307973200905,0.472772331265684,-1,dn,0,3,-0.541411369529066,12,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#E2E2F2
t_cd8_memory,24,dexamethasone,dmso,328,AHR,0.119853680861377,-0.0099358302792603,0.0469189167283957,0.0888697081989207,0.634596117886125,1,up,NA,NA,NA,NA,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#FBF6F6
t_cd8_memory,24,dexamethasone,dmso,328,ANKRD33B,0.269724787312733,2.06237292954373,0.205519772320511,2.08907750740965e-09,4.9057508666857e-07,1,up,1,0,0.420835469637229,52,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#EEDBDB
t_cd8_memory,24,dexamethasone,dmso,328,APOBEC3G,-0.108839237903273,-0.397395575402274,-0.112530326307595,0.0290966155231142,0.400578028449708,-1,dn,0,1,-0.303377201629933,46,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#EBEBF6
t_cd8_memory,24,dexamethasone,dmso,328,ARHGAP15,-0.446685352563195,-0.472432159279755,-0.481107451153181,1.49926119687082e-13,6.84579320948959e-11,-1,dn,0,6,-0.585609324480229,8,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#ADADD9
t_cd8_memory,24,dexamethasone,dmso,328,ARHGAP25,-0.0587289841249909,-0.620186407884227,-0.307573766476101,0.000401625514284081,0.0253920007838528,-1,dn,0,5,-0.656768157723624,4,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#CACAE7
t_cd8_memory,24,dexamethasone,dmso,328,ARID5B,0.286457282259097,0.655468342616746,0.493643752879584,6.02155287553542e-09,1.3023985022112e-06,1,up,1,0,0.872375451657551,78,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#D8AAAA
t_cd8_memory,24,dexamethasone,dmso,328,B2M,-0.341041524026407,-0.45689235384535,-0.34699700509955,1.18067131098801e-10,3.23464583500348e-08,-1,dn,0,6,-0.443376143707891,25,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#C3C3E4
t_cd8_memory,24,dexamethasone,dmso,328,BCL2,0.35160540912283,-0.0568024122506966,0.31337991552442,6.25323348703288e-09,1.31782887256214e-06,1,up,7,0,0.622003783714723,61,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#E6C9C9
t_cd8_memory,24,dexamethasone,dmso,328,CCND3,0.343887805016954,1.31457123704056,0.780873409263485,1.99436847109152e-21,2.04896430798765e-18,1,up,7,0,0.922233348366441,79,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#C27A7A
t_cd8_memory,24,dexamethasone,dmso,328,CD3D,-0.058667824197697,-0.45935928072063,-0.231506090762751,0.0068018908203074,0.174538178284234,-1,dn,0,2,-0.335753707738634,42,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#D7D7ED
t_cd8_memory,24,dexamethasone,dmso,328,CD44,-0.0556356590698319,-0.563169074571562,-0.263245198976741,0.00341391395203051,0.110960217177752,-1,dn,0,2,-0.37747846889517,34,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#D2D2EA
t_cd8_memory,24,dexamethasone,dmso,328,CD52,-0.117238283927357,-1.04397354020425,-0.493559633782833,4.32613191232021e-11,1.22608545473655e-08,-1,dn,0,3,-0.493559633782833,18,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#AAAAD8
t_cd8_memory,24,dexamethasone,dmso,328,CDK6,-0.157525627071498,-0.97522445593969,-0.565035089947413,7.23079083536997e-10,1.80090514775472e-07,-1,dn,0,2,-0.565035089947413,9,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#9F9FD3
t_cd8_memory,24,dexamethasone,dmso,328,CELF2,0.237846285131694,0.640196420805756,0.383280600877746,1.12360753006722e-06,0.000177594813261971,1,up,1,0,0.624340288591928,62,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#E1BDBD
t_cd8_memory,24,dexamethasone,dmso,328,CEMIP2,0.301555341398426,1.09410683901806,0.681492747700161,4.43895399552032e-16,2.43225085927877e-13,1,up,11,0,1.37669052707503,86,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#CA8B8B
t_cd8_memory,24,dexamethasone,dmso,328,CHKA,-0.0401605221240419,0.251317006463699,0.0170724545336271,0.733435453612401,0.971144534654056,1,up,1,0,0.682844716381767,66,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#FDFBFB
t_cd8_memory,24,dexamethasone,dmso,328,CMTM6,-0.0777747080071298,-0.400579019777898,-0.139316453788721,0.0424787040807235,0.479577567087179,-1,dn,0,1,-0.427159564267675,27,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#E7E7F4
t_cd8_memory,24,dexamethasone,dmso,328,CXCR4,0.311455937893107,1.56749097519638,0.873831028038798,3.26905937285396e-26,6.71709974637168e-23,1,up,8,0,1.20839003612638,84,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#BB6A6A
t_cd8_memory,24,dexamethasone,dmso,328,CYTH1,-0.00863059846999857,0.238159571825039,0.0964738258655509,0.357300069761044,0.883331144061498,1,up,2,0,0.663067507910492,64,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#F7EEEE
t_cd8_memory,24,dexamethasone,dmso,328,DPYD,-0.0859890194646632,-0.182970959815102,-0.132867343600418,0.164199708916906,0.747634112851465,-1,dn,0,1,-0.413424941435351,30,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#E8E8F4
t_cd8_memory,24,dexamethasone,dmso,328,EMP3,-0.0453668118694997,-0.571941674295328,-0.252415766848184,0.00126372435342689,0.060248346689066,-1,dn,0,1,-0.326489645798958,44,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#D4D4EB
t_cd8_memory,24,dexamethasone,dmso,328,ERBIN,-0.0772921816343115,-0.344966499446165,-0.196844110377694,0.0316706616830978,0.421678749122428,-1,dn,0,1,-0.36454897311418,39,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#DDDDEF
t_cd8_memory,24,dexamethasone,dmso,328,ETS1,0.273286553239726,1.23515618944211,0.631002896351382,1.64803064403871e-15,8.46572741459635e-13,1,up,1,0,0.650544180753631,63,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#CE9393
t_cd8_memory,24,dexamethasone,dmso,328,FAM102B,-0.0184583345005085,-0.624360581646325,-0.134320690491094,0.0155255135387872,0.285467999497298,-1,dn,0,1,-0.43378741515776,26,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#E8E8F4
t_cd8_memory,24,dexamethasone,dmso,328,FBXL8,0.163431892651685,1.4737360535512,0.386604680240286,6.8263220902676e-13,2.55025187545043e-10,1,up,1,0,0.614343585686583,59,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#E1BDBD
t_cd8_memory,24,dexamethasone,dmso,328,FKBP5,0.697691114261575,2.77394078405455,1.57624202349701,3.84145107772142e-67,3.15728864077923e-63,1,up,10,0,1.57624202349701,87,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#8B0000
t_cd8_memory,24,dexamethasone,dmso,328,GBP2,-0.0733943856349961,-0.600484614006212,-0.234033645498416,0.000861539096840603,0.0453909604931597,-1,dn,0,2,-0.521743372156035,13,CD8 Memory,#009444,6,2,CD8 Memory 24 hr,13,#D7D7EC
